Pathway	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_16_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_22_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_28_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_13_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_24_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_27_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_30_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_34_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_35_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_36_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_37_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_38_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_39_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_40_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_44_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_45_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_48_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_6_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_B_Abundance
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278458	0	0.00133219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000555361	0	0.000457859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0.00216847	0	0	0	0	0	0	0	0	0	0	0	0.00233433	0.0054661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409383	0	0	0.000991723	0	0	0	0	0	0	0	0	0	0	0	0.00361086	0	0	0	0	0	0.0837602	0.00730218	0.0521058	0	0	0	0.00258679	0	0	0	0	0	0	0	0	0	0	0.00410299	0.00415888	0.00337903	0	0.00429167	0.00375469	0	0	0	0	0.00217579	0.00162171	0	0	0.00547113	0.0024363	0	0	0.00860602	0.00326743	0.00324637	0.00283368	0.00552	0.00232658
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00470938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0430297	0	0	0	0	0	0.0816671	0	0.0829136	0	0	0	0.00909628	0	0	0	0	0	0	0	0	0	0	0.00107178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0.00374138	0	0	0	0	0	0	0	0.00281394	0	0	0	0	0	0	0	0.0134243	0	0	0	0	0.00820903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161439	0	0	0	0	0	0	0	0	0.000832035	0	0	0	0	0	0.00249672	0	0	0	0	0	0.0563032	0	0.0558052	0	0	0	0.00623351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0235466	0.00241168	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111897	0	0	0	0	0	0	0	0	0.000581748	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0.0014584	0	0.00143683	0	0	0	0	0.00288194	0	0	0	0	0	0	0	0	0	0	0.019085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00468802	0	0	0	0	0	0.0147682	0	0.0253406	0	0	0	0.0104641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0.00263356	0.109227	0	0.00342222	0	0.00592197	0.0143992	0	0	0	0	0	0	0	0	0	0.0184697	0	0	0.0128653	0	0	0	0	0	0	0	0.0132673	0	0	0.00668826	0	0	0.10912	0	0	0.0184596	0	0	0	0	0.00624394	0	0	0	0	0	0	0.00315658	0	0.0133051	0	0	0	0.014618	0.0017245	0.0136729	0	0	0	0	0	0	0	0	0	0	0	0.00914108	0	0	0.00578543	0	0	0	0.00471982	0.0202769	0	0.0260709	0	0	0.0134916	0.0409991	0	0	0.0134677	0.0038046	0	0.0252329	0.0119907	0.0032702	0.0372163	0.0205114	0	0.00147329
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0.000888337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191405	0	0.135372	0	0	0	0.00795896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438124	0.00199954	0	0	0	0	0	0	0	0	0.00147992	0.00159944	0	0	0.00152375	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0.00429912	0	0	0	0	0	0.00492635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464838	0	0	0	0	0	0	0	0	0	0	0.00074453	0	0	0	0	0	0	0.00104299	0	0	0	0.000727055	0	0	0	0	0.000735341	0.00118463	0.00133047	0	0	0.000411814	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0.00839241	0	0	0.00623169	0	0.00387781	0	0.0137538	0	0	0	0.00365845	0.0092169	0	0	0	0	0	0.0286694	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088175	0	0	0.0070877	0	0	0.00258746	0	0.00407264	0	0	0	0	0	0	0	0	0	0.00678218	0	0	0	0	0	0.0825839	0.00811713	0.0412434	0	0	0	0.0111383	0	0.0150335	0	0	0.0432284	0	0	0	0	0.00212584	0.0134698	0	0.00731446	0	0.0367312	0.0855232	0	0.0608786	0	0	0.0154512	0.0443101	0	0	0.0502151	0.0292164	0.049732	0.0577147	0.140949	0.0345004	0.023227	0.0288288	0.0201826	0.0107148
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0.00526267	0	0	0.00603472	0	0.0282517	0.00371877	0	0.00313301	0	0	0	0	0	0	0	0.0050191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000929564	0	0	0	0	0	0	0	0	0	0	0	0.00222287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000533776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00865151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882247	0	0	0	0	0	0	0	0	0.00249344	0.00871701	0	0	0	0	0	0.00246621
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_1_1_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261188	0	0.0242286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_3_1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386765	0	0	0	0	0	0.0849034	0	0.0568686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00924567	0	0.00759447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_D20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579809	0	0.00410279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_D22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0471777	0	0.0399565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0.00239969	0.000477195	0	0.00916353	0.00179804	0	0	0	0	0.00399315	0.00554477	0	0	0	0	0.00248757	0.00561557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135783	0	0	0	0	0	0.0111511	0	0.00698623	0	0	0	0.0118107	0	0	0.00105879	0	0	0	0	0	0	0	0	0.00054728	0	0	0.00152464	0	0	0	0	0	0	0	0	0	0.00325722	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.00168743	0.0063079	0	0.0059911	0	0.000631179	0.00583343	0	0.00213963	0	0.00918868	0	0	0	0	0.00236187	0.00991037	0	0	0	0	0.0217661	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00170235	0	0	0.0148461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685861	0	0	0	0	0	0.0215235	0	0.016912	0	0	0	0.00843965	0	0	0.00113187	0	0	0	0	0	0	0	0.00731734	0	0	0	0.0140038	0.105786	0	0	0	0	0.029651	0.0697674	0	0	0.0914665	0.0392048	0	0	0.0273824	0.0109091	0.0587095	0.0450649	0.0395747	0.0345822
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0.00865913	0	0.0039841	0	0	0.00623202	0	0.0105729	0	0	0	0.0022016	0.00930666	0.00687444	0	0	0	0	0.0676308	0	0	0	0	0.00359123	0	0	0	0	0	0	0	0	0.00266997	0	0	0.0125934	0	0	0.00104354	0	0	0	0	0	0	0	0	0	0	0	0.0164912	0	0	0	0	0	0.0245488	0	0.0180123	0	0	0	0.0621823	0	0	0.00254086	0	0	0	0	0	0	0	0.00932729	0	0	0	0.0106989	0.0137562	0	0.00158412	0	0	0.00608298	0.018602	0	0	0.00762414	0.00378369	0.00159206	0.00171943	0.0201295	0.00917465	0.00496268	0.00452488	0.00419965	0.00308098
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0.00357781	0	0	0.00736118	0.0150225	0.0116415	0	0	0	0.00663163	0	0	0	0	0.00170717	0.00813247	0	0.00177568	0	0	0	0.0606046	0	0	0	0	0	0	0	0	0	0	0	0.00174564	0	0	0.0138792	0	0.0463681	0	0	0	0	0.000844099	0	0	0	0	0	0	0	0	0	0.0155908	0	0	0	0	0	0.00398301	0.00313263	0.00162092	0.00356433	0	0	0.0700024	0	0	0	0	0	0	0	0	0	0	0.0401828	0	0.0121192	0	0.0196425	0.0233402	0	0.0155242	0	0	0.00410068	0.00932309	0	0	0.0259655	0.0109436	0.00457715	0.0149297	0.0230151	0.0123053	0.00550234	0.0063496	0.00168342	0.000861589
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0.00170263	0	0	0	0	0.00226016	0.00455706	0	0	0	0	0	0	0	0	0	0	0	0	0.0028772	0	0.0558667	0.00200837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00449364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791312	0	0	0	0	0	0.0973511	0	0.0854137	0	0	0	0.00821484	0	0.00153332	0.0014706	0	0	0	0	0	0	0	0.00379758	0	0.00121598	0	0.0118414	0	0	0.00469305	0	0	0	0	0	0	0.0119252	0	0.0131842	0.00577146	0	0	0	0	0	0.00311045
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	0	0	0	0.00093927	0	0.000516577	0	0	0	0	0	0	0	0	0.000863501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234145	0	0	0	0	0	0.00107495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00338835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0.000549585	0	0.00386005	0	0	0.005487	0	0	0	0	0.000903467	0	0	0	0	0	0	0	0.000784545	0	0.0407102	0.0347983	0.0171963	0.0182626	0.0051674	0.0103786	0.0124675	0	0.0391632	0	0.0579334	0.0122946	0.010897	0	0.0364225	0	0.0265028	0.255147	0.0328593	0.0315539	0.0747019	0.122289	0.00584127	0.00945972	0.00448359	0.0954044	0.0951999	0.00431202	0.00571125	0.0334104	0.00542793	0.00352008	0.0708335	0.0373384	0.01607	0	0	0.0002418	0	0.000115789	0	0	0	0	0	0	0	0.00692566	0.0148544	0	0	0	0.00709417	0	0.000504012	0.00990764	0	0	0.00384146	0.0103579	0.00121982	0	0	0	0.00564393	0.00410799	0	0	0	0	0	0.000248465	0	0	0	0.000111591	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014078	0	0.00300573	0	0.00148232	0.00253093	0	0.00185285	0	0	0.000195325	0.00270644	0	0	0	0	0	0.0014495	0.00538956	0.0235497	0.0292229	0.00971159	0	0	0.00627809	0	0.000483284	0.000567629	0	0	0	0.00517259	0.0159191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000620841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110548	0	0	0	0	0	0.0543476	0	0.00623148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100897	0.00210508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00823252	0	0	0	0	0	0.000480993	0	0	0	0	0	0	0	0	0	0.00103465	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
